"Title","Label","Type","Area","Pattern","Price","Addr","info","Tel","PC","Mobile","Enhance","Time","href"
"捷運忠孝復興*採光好*生活方便！有影片","近捷運隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房7坪頂層加蓋/5F公寓","10,000元/月","大安區大安路一段51巷","仲介:劉先生___經紀業:大三通不動產","0970-704-620","31","98","Normal","8月3日","https://rent.591.com.tw/rent-detail-11234539.html"
"忠孝復興！女性首選！生活方便！稀有釋出","近捷運隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房4坪4F/4F公寓","8,999元/月","大安區大安路一段51巷","仲介:劉先生___經紀業:大三通不動產","0970-704-620","27","57","Normal","8月6日","https://rent.591.com.tw/rent-detail-11255066.html"
"忠孝復興、小資首選、生活方便、女限女性","近捷運隨時可遷入可開伙","獨立套房","大安區","獨立套房6坪頂層加蓋/4F公寓","9,000元/月","大安區大安路一段","仲介:劉先生___經紀業:大三通不動產","0970-704-620","9","29","Normal","8月6日","https://rent.591.com.tw/rent-detail-11255069.html"
"捷運忠孝復興、採光好、雙衣櫃、大空間、讚","近捷運隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房7坪4F/4F公寓","14,000元/月","大安區大安路一段51巷","仲介:劉先生___經紀業:大三通不動產","0970-704-620","12","16","Normal","8月6日","https://rent.591.com.tw/rent-detail-11252368.html"
"免仲介費、東區商圈、雙捷運、貓可談","近捷運新上架隨時可遷入可開伙可養寵物有陽台","獨立套房","大安區","獨立套房7坪頂層加蓋/4F公寓","11,000元/月","大安區敦化南路一段160巷","仲介:陳先生___經紀業:大三通不動產","0980-689-489","31","106","Normal","4天","https://rent.591.com.tw/rent-detail-11280376.html"
"民生社區、共用廚房/洗衣、大空間","新上架拎包入住隨時可遷入可開伙","獨立套房","松山區","獨立套房6坪4F/4F公寓","11,500元/月","松山區撫遠街261巷","仲介:沈先生___經紀業:長頸鹿不動產經紀有限公司","0968-665-783","12","26","Normal","2天","https://rent.591.com.tw/rent-detail-11279912.html"
"忠孝敦化、台電、免爬高、秒殺","近捷運新上架隨時可遷入","獨立套房","松山區","獨立套房4坪2F/3F公寓","10,500元/月","松山區八德路三段12巷","仲介:沈先生___經紀業:長頸鹿不動產經紀有限公司","0968-665-783","26","82","Normal","1天","https://rent.591.com.tw/rent-detail-11294954.html"
"民生社區接近內湖科學園區和臺北大學","屋主直租隨時可遷入有陽台南北通透","獨立套房","松山區","獨立套房6坪5F/5F公寓","9,500元/月","松山區新東街51巷","屋主:葉小姐___(仲介勿擾)2013年註冊591","0958-889-332","30","40","Normal","7月8日","https://rent.591.com.tw/rent-detail-11116557.html"
"超值大套房、近台大、垃圾代收、可養貓","近捷運有電梯隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房10坪頂層加蓋/11F電梯大樓","14,999元/月","大安區羅斯福路三段","仲介:張先生___經紀業:01159","0920-500-149","16","72","Normal","6天","https://rent.591.com.tw/rent-detail-11272246.html"
"信義安和、臨江夜市、舒適、廚房","近捷運新上架隨時可遷入可開伙","獨立套房","大安區","獨立套房7坪4F/4F公寓","14,500元/月","大安區通化街170巷","仲介:沈先生___經紀業:長頸鹿不動產經紀有限公司","0968-665-783","10","32","Normal","3天","https://rent.591.com.tw/rent-detail-11288138.html"
"延吉街機能套房/無對外窗/一樓代收垃圾","近捷運隨時可遷入可開伙","獨立套房","大安區","獨立套房7坪1F/5F公寓","8,800元/月","大安區延吉街97巷","仲介:陳先生___經紀業:老謝租屋有限公司","0989-550-910","30","107","Normal","8月4日","https://rent.591.com.tw/rent-detail-11242127.html"
"捷運松山站/饒河夜市/單人套房/可寵報稅","近捷運隨時可遷入可開伙可養寵物免管理費可短租","獨立套房","松山區","獨立套房4坪4F/4F透天厝","10,500元/月","松山區八德路四段","仲介:廖先生___經紀業:老謝租屋有限公司","0925-292-537","35","91","Normal","7月22日","https://rent.591.com.tw/rent-detail-11179583.html"
"台北小巨蛋、高樓景觀、女性首選","",,"松山區-八德路三段12巷","獨立套房   |  7坪   |  樓層：7/7","14,998 元/月","松山區-八德路三段12巷","仲介陳先生/15小時內更新/92人瀏覽","","仲介陳先生/15小時內更新/92人瀏覽","仲介陳先生/15小時內更新/92人瀏覽","Normal","仲介陳先生/15小時內更新/92人瀏覽","https://rent.591.com.tw/rent-detail-11299526.html"
"松山車站前百米9坪獨立式套房","屋主直租近捷運隨時可遷入南北通透可短租","獨立套房","松山區","獨立套房9坪3F/5F公寓","13,000元/月","松山區饒河街","屋主:高先生___(仲介勿擾)2009年註冊591","0918-078-351","24","61","Normal","8月2日","https://rent.591.com.tw/rent-detail-11226947.html"
"民生社區光線佳近公園生活機能強","屋主直租新上架隨時可遷入南北通透免管理費","獨立套房","松山區","獨立套房8坪2F/4F公寓","12,000元/月","松山區民生東路五段69巷","屋主:張小姐___(仲介勿擾)2013年註冊591","0930-727-585","21","45","Normal","4天","https://rent.591.com.tw/rent-detail-11278735.html"
"溫馨電梯獨立套房環境好住戶單純專人倒垃圾","屋主直租近捷運有電梯隨時可遷入","獨立套房","大安區","獨立套房5坪6F/7F電梯大樓","11,900元/月","大安區復興南路二段","屋主:房東先生___2008年註冊591","0921-132-925","35","86","Normal","7月31日","https://rent.591.com.tw/rent-detail-11218458.html"
"南京三民站約1分、全新裝潢","",,"松山區-南京東路五段66巷","獨立套房   |  10坪   |  樓層：7/7","14,988 元/月","松山區-南京東路五段66巷","仲介陳先生/15小時內更新/225人瀏覽","","仲介陳先生/15小時內更新/225人瀏覽","仲介陳先生/15小時內更新/225人瀏覽","Normal","仲介陳先生/15小時內更新/225人瀏覽","https://rent.591.com.tw/rent-detail-11299379.html"
"台大、公館站、垃圾代收、管理員","近捷運有電梯隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房10坪頂層加蓋/11F電梯大樓","14,999元/月","大安區羅斯福路三段","仲介:張先生___經紀業:01159","0920-500-149","13","52","Normal","6天","https://rent.591.com.tw/rent-detail-11272233.html"
"中山國中站/大面窗採.24H管理.新整理","近捷運拎包入住有電梯隨時可遷入可開伙","獨立套房","松山區","獨立套房5坪7F/7F電梯大樓","10,999元/月","松山區民生東路四段55巷","仲介:林小姐___經紀業:大大不動產有限公司","0966-863-789","14","20","Normal","2天","https://rent.591.com.tw/rent-detail-11259291.html"
"信義安和站近北醫北教大採光精品套房限女","屋主直租近捷運隨時可遷入","獨立套房","大安區","獨立套房6坪2F/2F公寓","9,999元/月","大安區通化街","屋主:林先生___(仲介勿擾)2008年註冊591","0989-841-389","19","70","Normal","8月7日","https://rent.591.com.tw/rent-detail-11256150.html"
"~南京三民站~可寵~看喜歡就可馬上入住~","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房7坪3F/4F公寓","10,000元/月","松山區南京東路五段123巷","仲介:高先生___經紀業:","0931-152-806","31","82","Normal","8月10日","https://rent.591.com.tw/rent-detail-11267790.html"
"┌可寵┬南京三民站五分鐘┬大坪數空間┐","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房7坪3F/4F公寓","10,000元/月","松山區南京東路五段123巷","仲介:高先生___經紀業:","0931-152-806","37","76","Normal","8月10日","https://rent.591.com.tw/rent-detail-11267804.html"
"@採光佳美套房@可寵物@京華城旁@松菸@","近捷運新上架隨時可遷入可開伙可養寵物免管理費","獨立套房","松山區","獨立套房7坪3F/4F公寓","10,000元/月","松山區八德路四段72巷","仲介:高先生___經紀業:","0931-152-806","41","152","Normal","3天","https://rent.591.com.tw/rent-detail-11284103.html"
"◎有對外窗◎可養寵物◎南京三民◎松山站◎","近捷運新上架隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房6坪1F/3F公寓","8,500元/月","松山區南京東路五段291巷","仲介:高先生___經紀業:","0931-152-806","40","94","Normal","3天","https://rent.591.com.tw/rent-detail-11284076.html"
"◎可寵◎雙人床可住兩人◎捷運南京三民站◎","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房7坪2F/3F公寓","9,000元/月","松山區南京東路五段291巷","仲介:高先生___經紀業:","0931-152-806","33","82","Normal","8月2日","https://rent.591.com.tw/rent-detail-11227120.html"
"六張犂捷運套房","",,"和平大樓 大安區-和平東路三段","獨立套房   |  4.5坪   |  樓層：頂樓加蓋/7","8,000 元/月","和平大樓 大安區-和平東路三段","仲介蘇先生/17小時內更新/106人瀏覽","","仲介蘇先生/17小時內更新/106人瀏覽","仲介蘇先生/17小時內更新/106人瀏覽","Normal","仲介蘇先生/17小時內更新/106人瀏覽","https://rent.591.com.tw/rent-detail-11298612.html"
"捷運1分鐘1樓獨立套房安靜,屋旁停車","",,"大安區-和平東路三段416巷","獨立套房   |  9.5坪   |  樓層：1/5","14,500 元/月","大安區-和平東路三段416巷","屋主吳小姐/17小時內更新/140人瀏覽","","屋主吳小姐/17小時內更新/140人瀏覽","屋主吳小姐/17小時內更新/140人瀏覽","Normal","屋主吳小姐/17小時內更新/140人瀏覽","https://rent.591.com.tw/rent-detail-11298462.html"
"八德路三段/小巨蛋站/家俱電齊全","",,"松山區-八德路三段99巷","獨立套房   |  9坪   |  樓層：5/5","14,000 元/月","松山區-八德路三段99巷","代理人郭先生/18小時內更新/116人瀏覽","","代理人郭先生/18小時內更新/116人瀏覽","代理人郭先生/18小時內更新/116人瀏覽","Normal","代理人郭先生/18小時內更新/116人瀏覽","https://rent.591.com.tw/rent-detail-11298434.html"
"套房.近遠企","",,"大安區-敦化南路二段81巷","獨立套房   |  8坪   |  樓層：4/5","11,500 元/月","大安區-敦化南路二段81巷","屋主楊先生/18小時內更新/79人瀏覽","","屋主楊先生/18小時內更新/79人瀏覽","屋主楊先生/18小時內更新/79人瀏覽","Normal","屋主楊先生/18小時內更新/79人瀏覽","https://rent.591.com.tw/rent-detail-11295917.html"
"捷運六張犁♥採光佳機能好♥有浴缸♥低樓層","近捷運隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房7坪3F/4F公寓","15,000元/月","大安區樂業街65巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","12","25","Normal","8月3日","https://rent.591.com.tw/rent-detail-11238393.html"
"捷運南京三民♥獨立洗衣機♥可寵♥有影片♥","近捷運隨時可遷入可開伙","獨立套房","松山區","獨立套房5.5坪4F/5F公寓","15,000元/月","松山區南京東路五段251巷","仲介:梁先生___經紀業:(102)字號新北市字第002714號","0980-568-300","9","17","Normal","8月3日","https://rent.591.com.tw/rent-detail-11238722.html"
"可寵♥捷運小巨蛋♥低樓層♥採光套房♥","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房5坪1F/4F公寓","11,000元/月","松山區八德路三段155巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","20","56","Normal","8月2日","https://rent.591.com.tw/rent-detail-11232575.html"
"捷運忠孝敦化♥採光佳♥獨立陽台♥垃圾代收","近捷運有電梯隨時可遷入可開伙可養寵物有陽台","獨立套房","大安區","獨立套房6坪6F/7F電梯大樓","13,500元/月","大安區仁愛路四段345巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","11","50","Normal","8月4日","https://rent.591.com.tw/rent-detail-11244592.html"
"有影片、雙捷運、採光佳、大空間、垃圾代收","近捷運隨時可遷入可開伙","獨立套房","松山區","獨立套房7坪2F/5F公寓","14,000元/月","松山區八德路三段12巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","8","21","Normal","8月4日","https://rent.591.com.tw/rent-detail-11244698.html"
"近捷運古亭站【師大首選】大空間、傢俱齊全","近捷運新上架隨時可遷入可開伙","獨立套房","大安區","獨立套房7.5坪4F/4F公寓","14,498元/月","大安區金山南路二段185巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","8","11","Normal","4天","https://rent.591.com.tw/rent-detail-11283151.html"
"捷運南京復興⭐遼寧夜市⭐獨立洗衣機⭐快約","近捷運隨時可遷入可開伙有陽台","獨立套房","松山區","獨立套房8坪3F/4F公寓","15,000元/月","松山區南京東路三段256巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","9","31","Normal","8月9日","https://rent.591.com.tw/rent-detail-11266742.html"
"捷運忠孝敦化6分、仁愛圓環、電梯垃圾代收","近捷運有電梯隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房6坪6F/7F電梯大樓","12,500元/月","大安區仁愛路四段345巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","10","16","Normal","8月4日","https://rent.591.com.tw/rent-detail-11244633.html"
"捷運台電大樓♥師大夜市♥機能好♥獨立陽台","近捷運隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房5.5坪頂層加蓋/4F公寓","11,000元/月","大安區泰順街16巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","7","17","Normal","8月3日","https://rent.591.com.tw/rent-detail-11238073.html"
"有影片♥六張犁♥陽台♥溫馨裝潢♥再慢就沒","近捷運隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房5坪3F/4F公寓","11,988元/月","大安區樂業街65巷","仲介:劉先生___經紀業:(102)字號新北市字第002714號","0970-704-620","19","37","Normal","8月3日","https://rent.591.com.tw/rent-detail-11238279.html"
"饒河街低樓層潔淨完美大套房","近捷運隨時可遷入可開伙","獨立套房","松山區","獨立套房8坪2F/5F公寓","14,500元/月","松山區松河街","代理人:賴先生___2014年註冊591","0979-111-152","15","37","Normal","8月3日","https://rent.591.com.tw/rent-detail-11233860.html"
"安和靜巷,鬧中取靜,近六張犁捷運站","",,"大安區-安和路二段227巷","獨立套房   |  8坪   |  樓層：2/3","14,000 元/月","大安區-安和路二段227巷","屋主林小姐/19小時內更新/73人瀏覽","","屋主林小姐/19小時內更新/73人瀏覽","屋主林小姐/19小時內更新/73人瀏覽","Normal","屋主林小姐/19小時內更新/73人瀏覽","https://rent.591.com.tw/rent-detail-11298018.html"
"信義安和站近夜市採光佳","近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房5坪3F/7F公寓","11,000元/月","大安區通化街","仲介:黃小姐___經紀業:大三通不動產有限公司經紀人:蘇俊吉102年新北經字002714號","0966-173-458","30","129","Normal","2天","https://rent.591.com.tw/rent-detail-11238127.html"
"大安站信義安和站獨立洗衣機乾濕分離","近捷運隨時可遷入可開伙免管理費","獨立套房","大安區","獨立套房5坪5F/5F公寓","12,000元/月","大安區瑞安街","仲介:黃小姐___經紀業:大三通不動產有限公司經紀人:蘇俊吉102年新北經字002714號","0966-173-458","18","125","Normal","8月8日","https://rent.591.com.tw/rent-detail-11261285.html"
"東區平價小套房/可報稅/無窗/信用卡繳租","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房8000坪4F/5F公寓","8,300元/月","松山區市民大道四段","仲介:廖先生___經紀業:老謝租屋有限公司","0925-292-537","30","105","Normal","8月3日","https://rent.591.com.tw/rent-detail-11237725.html"
"近南京三民站/可寵/可報稅入籍/年繳優惠","近捷運隨時可遷入可開伙可養寵物可短租","獨立套房","松山區","獨立套房7.5坪3F/5F公寓","13,800元/月","松山區八德路四段","仲介:廖先生___經紀業:老謝租屋有限公司","0925-292-537","18","40","Normal","8月8日","https://rent.591.com.tw/rent-detail-11261286.html"
"台大師大附近，環境單純優值","",,"大安區-泰順街","獨立套房   |  5.5坪   |  樓層：1/5","9,500 元/月","大安區-泰順街","屋主陳小姐/19小時內更新/152人瀏覽","","屋主陳小姐/19小時內更新/152人瀏覽","屋主陳小姐/19小時內更新/152人瀏覽","Normal","屋主陳小姐/19小時內更新/152人瀏覽","https://rent.591.com.tw/rent-detail-11297742.html"
"東門/中正國中、含稅入籍、垃圾代收","近捷運隨時可遷入可開伙","獨立套房","大安區","獨立套房7坪1F/4F公寓","15,000元/月","大安區信義路二段10巷","仲介:黃先生___經紀業:大大不動產有限公司","0988-005-360","15","24","Normal","7月31日","https://rent.591.com.tw/rent-detail-11222378.html"
"師大/台電/古亭、獨立洗衣、單人床","近捷運隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房5坪4F/4F公寓","13,000元/月","大安區泰順街38巷","仲介:黃先生___經紀業:大大不動產有限公司","0988-005-360","15","44","Normal","8月7日","https://rent.591.com.tw/rent-detail-11256786.html"
"台大師大獨立套房出租","屋主直租近捷運新上架有電梯隨時可遷入可開伙","獨立套房","大安區","獨立套房6坪2F/6F電梯大樓","14,000元/月","大安區浦城街13巷9號","屋主:游先生___(仲介勿擾)2013年註冊591","0906-692-151","25","59","Normal","5天","https://rent.591.com.tw/rent-detail-11275047.html"
"捷運大安站套房","近捷運新上架隨時可遷入","獨立套房","大安區","獨立套房9坪6F/6F公寓","12,000元/月","大安區信義路四段","仲介:吳先生___經紀業:誠鄰不動產經紀(股)有限公司","0909-154-513","11","28","Normal","3天","https://rent.591.com.tw/rent-detail-11284221.html"
"┌可寵┬南京三民站┬採光佳┬有垃圾代收┐","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房7坪3F/4F公寓","10,000元/月","松山區南京東路五段123巷","仲介:高先生___經紀業:","0931-152-806","38","108","Normal","6天","https://rent.591.com.tw/rent-detail-11269716.html"
"┌有對外窗┬近南京三民站┬近饒河夜市┐","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房6坪3F/3F公寓","9,000元/月","松山區南京東路五段291巷","仲介:高先生___經紀業:","0931-152-806","20","52","Normal","8月10日","https://rent.591.com.tw/rent-detail-11267805.html"
"┌忠孝復興站┬有電梯┬近SOGO┬東區┐","近捷運有電梯隨時可遷入可開伙","獨立套房","大安區","獨立套房5坪7F/7F電梯大樓","10,000元/月","大安區仁愛路三段143巷","仲介:高先生___經紀業:","0931-152-806","29","115","Normal","7月30日","https://rent.591.com.tw/rent-detail-11213601.html"
"◎大坪數空間◎可養寵物◎南京三民◎松山◎","近捷運隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房7坪2F/3F公寓","9,000元/月","松山區南京東路五段291巷","仲介:高先生___經紀業:","0931-152-806","29","65","Normal","8月3日","https://rent.591.com.tw/rent-detail-11236324.html"
"忠孝敦化/國父紀念館/小巨蛋/便宜美套房","",,"松山區-市民大道四段","獨立套房   |  4坪   |  樓層：5/5","10,800 元/月","松山區-市民大道四段","仲介陳先生/20小時內更新/134人瀏覽","","仲介陳先生/20小時內更新/134人瀏覽","仲介陳先生/20小時內更新/134人瀏覽","Normal","仲介陳先生/20小時內更新/134人瀏覽","https://rent.591.com.tw/rent-detail-11297465.html"
"信義安和獨立美套*房間廁所有窗*大師橞雯","近捷運隨時可遷入可開伙","獨立套房","大安區","獨立套房4坪3F/3F透天厝","12,000元/月","大安區通化街57巷","仲介:王橞雯___經紀業:誠鄰不動產經紀股份有限公司","0934-151-002","11","42","Normal","7月29日","https://rent.591.com.tw/rent-detail-11211580.html"
"捷運松山站/五分埔/饒河夜市/可寵套房","",,"松山區-八德路四段","獨立套房   |  4坪   |  樓層：2/4","10,800 元/月","松山區-八德路四段","仲介陳先生/20小時內更新/133人瀏覽","","仲介陳先生/20小時內更新/133人瀏覽","仲介陳先生/20小時內更新/133人瀏覽","Normal","仲介陳先生/20小時內更新/133人瀏覽","https://rent.591.com.tw/rent-detail-11297383.html"
"科技大樓捷運美套房","近捷運隨時可遷入","獨立套房","大安區","獨立套房5坪2F/4F公寓","11,000元/月","大安區復興南路二段373號","仲介:盧先生___經紀業:榮騰建設有限公司","0921-887-559","21","42","Normal","8月1日","https://rent.591.com.tw/rent-detail-11093458.html"
"超值大套房、垃圾代收、可養貓、公館站","近捷運新上架有電梯隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房10坪頂層加蓋/11F電梯大樓","14,999元/月","大安區羅斯福路三段","仲介:張先生___經紀業:01159","0920-500-149","11","66","Normal","3天","https://rent.591.com.tw/rent-detail-11285757.html"
"超值大套房、垃圾代收、管理員、可養貓","近捷運有電梯隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房10坪頂層加蓋/11F電梯大樓","14,999元/月","大安區羅斯福路三段","仲介:張先生___經紀業:01159","0920-500-149","12","35","Normal","6天","https://rent.591.com.tw/rent-detail-11272228.html"
"小資套房/捷運忠孝敦化站3分鐘/無仲介費","屋主直租近捷運隨時可遷入有陽台可短租","獨立套房","大安區","獨立套房6坪4F/4F公寓","12,000元/月","大安區延吉街70巷","屋主:王先生___2008年註冊591","0989-027-603","19","27","Normal","8月2日","https://rent.591.com.tw/rent-detail-11226772.html"
"🌈信義安和站/通化夜市.乾淨/安靜套房","近捷運新上架隨時可遷入可開伙","獨立套房","大安區","獨立套房6坪3F/3F透天厝","8,500元/月","大安區通化街101巷","仲介:加賴專員...___經紀業:晨曦不動產有限公司","0912-313-958","56","139","Normal","1天","https://rent.591.com.tw/rent-detail-11294907.html"
"采光佳/有陽台洗衣機/一層兩戶","",,"通安街/文昌街/信義 大安區-通化街","獨立套房   |  8.8坪   |  樓層：3/3","12,988 元/月","通安街/文昌街/信義 大安區-通化街","仲介周先生/21小時內更新/130人瀏覽","","仲介周先生/21小時內更新/130人瀏覽","仲介周先生/21小時內更新/130人瀏覽","Normal","仲介周先生/21小時內更新/130人瀏覽","https://rent.591.com.tw/rent-detail-11297105.html"
"2樓.電費2.1元捷運南京三民站.大巨蛋","近捷運隨時可遷入南北通透","獨立套房","松山區","獨立套房6坪2F/4F公寓","11,900元/月","松山區市民大道五段","代理人:葉小姐___2010年註冊591","0986-851-077轉1495763","17","24","Normal","7月1日","https://rent.591.com.tw/rent-detail-11078048.html"
"2樓.電費2.1元捷運南京三民站.大套房","近捷運隨時可遷入南北通透","獨立套房","松山區","獨立套房8坪2F/4F公寓","12,800元/月","松山區市民大道五段135號","代理人:葉小姐___2010年註冊591","0986-851-077轉1497770","14","23","Normal","7月8日","https://rent.591.com.tw/rent-detail-11115513.html"
"安和捷運敦化南路信義路慕軒飯店旁精緻套房","近捷運隨時可遷入南北通透","獨立套房","大安區","獨立套房7坪1F/5F電梯大樓","15,000元/月","大安區敦化南路一段335巷6號","仲介:黃先生___經紀業:龍騰建設有限公司","0939-916-566","16","59","Normal","7月18日","https://rent.591.com.tw/rent-detail-11161211.html"
"時尚寧靜/敦化南路二段平安公園旁套房","屋主直租近捷運有電梯隨時可遷入可開伙南北通透","獨立套房","大安區","獨立套房7坪B1/6F電梯大樓","12,000元/月","大安區敦化南路二段37巷16號","屋主:鄭先生___(仲介勿擾)2011年註冊591","0953-531-535","20","53","Normal","8月3日","https://rent.591.com.tw/rent-detail-11236666.html"
"大降價♥捷運東門♥大安公園♥採光好♥","近捷運隨時可遷入可開伙免管理費","獨立套房","大安區","獨立套房7坪3F/3F公寓","10,000元/月","大安區永康街","仲介:劉先生___經紀業:大三通不動產","0970-704-620","39","85","Normal","8月8日","https://rent.591.com.tw/rent-detail-11258858.html"
"雙捷運♥生活方便♥小資首選♥有影片","近捷運隨時可遷入可開伙","獨立套房","松山區","獨立套房7坪5F/5F公寓","9,998元/月","松山區復興南路一段","仲介:劉先生___經紀業:大三通不動產","0970-704-620","14","32","Normal","8月9日","https://rent.591.com.tw/rent-detail-11267006.html"
"古亭捷運獨立門戶電梯套房/有陽台、獨洗","",,". 大安區-潮州街","獨立套房   |  8坪   |  樓層：2/6","13,000 元/月",". 大安區-潮州街","仲介小明先生/22小時內更新/246人瀏覽","","仲介小明先生/22小時內更新/246人瀏覽","仲介小明先生/22小時內更新/246人瀏覽","Normal","仲介小明先生/22小時內更新/246人瀏覽","https://rent.591.com.tw/rent-detail-11296637.html"
"美裝潢休閒套房","屋主直租近捷運隨時可遷入可開伙南北通透","獨立套房","松山區","獨立套房5坪1F/2F透天厝","12,000元/月","松山區八德路三段12巷66弄26號","屋主:曾小姐___2007年註冊591","0930-793-650","13","20","Normal","8月3日","https://rent.591.com.tw/rent-detail-11237632.html"
"近南京三民、小巨蛋捷運站/精美電梯套房","近捷運隨時可遷入","獨立套房","松山區","獨立套房7坪5F/12F電梯大樓","14,000元/月","松山區光復北路","仲介:陳先生___經紀業:翔企有限公司","0970-750-758","13","32","Normal","7月31日","https://rent.591.com.tw/rent-detail-11221403.html"
"國父紀念館捷運站3分鐘/有對外窗電梯套房","近捷運隨時可遷入","獨立套房","大安區","獨立套房5坪2F/7F電梯大樓","11,000元/月","大安區光復南路","仲介:陳先生___經紀業:翔企有限公司","0970-750-758","15","31","Normal","8月9日","https://rent.591.com.tw/rent-detail-11262527.html"
"中山國中與松山機場站附近的優質小套房出租","",,"松山區-民權東路三段191巷","獨立套房   |  5坪   |  樓層：4/4","10,500 元/月","松山區-民權東路三段191巷","屋主黃小姐/22小時內更新/119人瀏覽","","屋主黃小姐/22小時內更新/119人瀏覽","屋主黃小姐/22小時內更新/119人瀏覽","Normal","屋主黃小姐/22小時內更新/119人瀏覽","https://rent.591.com.tw/rent-detail-11296529.html"
"時尚溫馨獨立套房雙MRT小巨蛋","屋主直租","獨立套房","松山區","獨立套房7坪4F/4F公寓","13,800元/月","松山區民生東路五段36巷","屋主:劉小姐___2008年註冊591","0968-732-880","22","34","Normal","8月9日","https://rent.591.com.tw/rent-detail-11264317.html"
"捷運松山站1分鐘邊間大套房窗E","屋主直租近捷運隨時可遷入可養寵物","獨立套房","松山區","獨立套房11坪5F/5F公寓","10,000元/月","松山區松河街","屋主:Andy...___(仲介勿擾)2008年註冊591","0986-851-077轉1503911","17","76","Normal","7月24日","https://rent.591.com.tw/rent-detail-11189723.html"
"松山機場站/採光佳.台電計費.垃圾代收","近捷運新上架拎包入住隨時可遷入可開伙","獨立套房","松山區","獨立套房5坪7F/7F電梯大樓","12,000元/月","松山區民生東路四段55巷","仲介:鍾先生___經紀業:大大不動產有限公司","0989-090-269","17","24","Normal","2天","https://rent.591.com.tw/rent-detail-11291334.html"
"近大安站和科技大樓捷運站套房","屋主直租近捷運新上架隨時可遷入有陽台","獨立套房","大安區","獨立套房7坪5F/5F公寓","12,000元/月","大安區復興南路二段151巷","屋主:王小姐___2008年註冊591","0937-039-068","22","46","Normal","4天","https://rent.591.com.tw/rent-detail-11283484.html"
"師大夜市、大窗採光","近捷運隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房5坪4F/4F公寓","12,988元/月","大安區泰順街38巷","仲介:陳先生___經紀業:大大不動產有限公司","0911-975-247","14","40","Normal","8月2日","https://rent.591.com.tw/rent-detail-11228500.html"
"東區、獨立陽台、代收垃圾","近捷運隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房8坪3F/5F電梯大樓","13,988元/月","大安區敦化南路一段177巷","仲介:陳先生___經紀業:大大不動產有限公司","0911-975-247","19","84","Normal","7月26日","https://rent.591.com.tw/rent-detail-11196233.html"
"永康/東門、中正國中、含稅/垃圾代收","近捷運隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房7坪1F/4F公寓","14,988元/月","大安區信義路二段10巷","仲介:陳先生___經紀業:大大不動產有限公司","0911-975-247","10","11","Normal","7月30日","https://rent.591.com.tw/rent-detail-11216230.html"
"東區、獨立陽台、代收垃圾","近捷運新上架隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房8坪3F/5F電梯大樓","14,488元/月","大安區敦化南路一段177巷","仲介:陳先生___經紀業:大大不動產有限公司","0911-975-247","7","37","Normal","5天","https://rent.591.com.tw/rent-detail-11277845.html"
"國父紀念館捷運七分鐘鬧中取靜(男)","屋主直租近捷運隨時可遷入","獨立套房","松山區","獨立套房6坪1F/10F電梯大樓","9,000元/月","松山區光復北路26巷","屋主:吳小姐___(仲介勿擾)2011年註冊591","0986-851-077轉1507391","20","44","Normal","8月7日","https://rent.591.com.tw/rent-detail-11256710.html"
